dataset,seed,threshold,method,member,attack_score,nearest_ball,ball_size,ball_size_bin,purity,radius,refinement_depth,normalized_distance,dimension,redundant_fraction,label_noise
confirm_d60_redundant0.1_noise0.15,2,0.99,matched_kmeans,0,0.6359541993128436,8,43,>20,0.6744186046511628,3.512535347015444,-1,0.49560277992724644,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,2,0.99,matched_kmeans,0,0.47314169140022766,8,43,>20,0.6744186046511628,3.512535347015444,-1,0.5869771844460241,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,2,0.99,matched_kmeans,0,0.29800986686901587,56,41,>20,0.6585365853658537,4.061784499401345,-1,2.017539457872722,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,2,0.99,matched_kmeans,0,0.5007841572884191,56,41,>20,0.6585365853658537,4.061784499401345,-1,1.803748515495925,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,2,0.99,matched_kmeans,0,0.0,18,1,1-2,1.0,0.0,-1,,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,2,0.99,matched_kmeans,0,0.4337788761208789,8,43,>20,0.6744186046511628,3.512535347015444,-1,0.6232331739201061,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,2,0.99,matched_kmeans,0,0.4670104478376323,10,12,11-20,0.8333333333333334,7.528123334275288,-1,1.0838397367677086,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,2,0.99,matched_kmeans,0,0.13717067070949854,2,4,3-5,1.0,6.6125508325711015,-1,1.372040317334518,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,2,0.99,matched_kmeans,0,0.0973569399351385,17,12,11-20,0.75,7.376144773579905,-1,1.3319667391407743,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,2,0.99,matched_kmeans,0,0.176831672897707,8,43,>20,0.6744186046511628,3.512535347015444,-1,2.499091329817379,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,2,0.99,matched_kmeans,0,0.13633916569669946,56,41,>20,0.6585365853658537,4.061784499401345,-1,2.268612286647539,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,2,0.99,matched_kmeans,0,0.6562940216967305,8,43,>20,0.6744186046511628,3.512535347015444,-1,0.5444093118237371,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,2,0.99,matched_kmeans,0,0.08214297682714847,10,12,11-20,0.8333333333333334,7.528123334275288,-1,1.3756306074358886,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,2,0.99,matched_kmeans,0,0.07620789459613325,8,43,>20,0.6744186046511628,3.512535347015444,-1,2.7937347956621945,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,2,0.99,matched_kmeans,0,0.1414915258463047,2,4,3-5,1.0,6.6125508325711015,-1,1.3774288432784234,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,2,0.99,matched_kmeans,0,0.13010428317104344,56,41,>20,0.6585365853658537,4.061784499401345,-1,2.278236088859966,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,2,0.99,matched_kmeans,0,0.579942180895297,8,43,>20,0.6744186046511628,3.512535347015444,-1,0.6988690796059273,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.6481791340070971,45,11,11-20,0.9090909090909091,1.7005081886271447,18,0.9146613977316358,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.6041208046552047,74,42,>20,0.9047619047619048,1.8929005421746723,15,1.085984632032588,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.99999984608616,78,1,1-2,1.0,0.0,12,,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.617960903392636,74,42,>20,0.9047619047619048,1.8929005421746723,15,0.9129938498398363,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.9999999963042425,43,1,1-2,1.0,0.0,11,,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.45948928494459157,92,10,6-10,0.9,7.748055356876348,10,0.9185250964053058,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.5038676989488363,45,11,11-20,0.9090909090909091,1.7005081886271447,18,0.87170587844652,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.31146683803454717,92,10,6-10,0.9,7.748055356876348,10,1.0855727504176358,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.9975432756412579,97,2,1-2,1.0,5.173503713452862,15,1.0,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.9993440894496799,23,2,1-2,1.0,4.494431569359182,9,1.0,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.5399302117321138,44,15,11-20,1.0,2.144316189185525,16,0.7269767833687855,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.6066690827454263,74,42,>20,0.9047619047619048,1.8929005421746723,15,0.9370142107490373,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.6218813029066049,74,42,>20,0.9047619047619048,1.8929005421746723,15,0.879672122434456,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.9947052521947914,106,2,1-2,1.0,5.1369021723954065,10,1.0,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.9999999847982732,5,1,1-2,1.0,0.0,10,,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.9999999896630508,66,1,1-2,1.0,0.0,12,,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.23473572616878077,105,11,11-20,0.9090909090909091,8.141268394995421,9,1.1092895073200049,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.9703237189439402,38,3,3-5,1.0,6.17015788734201,7,1.04953357631071,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.5327317385845685,54,2,1-2,0.5,1.1844558378608854,25,1.0000000000000002,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.9993385592238475,34,2,1-2,1.0,6.054347889572746,8,1.0,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.9737310899169823,69,3,3-5,1.0,6.123789049715621,9,0.9798720030554574,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.7331962610360326,22,5,3-5,1.0,7.804526172351747,6,1.0218359371510435,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.49515912573029264,44,15,11-20,1.0,2.144316189185525,16,0.6714444309417439,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.9785743047160199,70,3,3-5,1.0,6.497108114550952,10,0.9581638233713867,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.4436743421185782,92,10,6-10,0.9,7.748055356876348,10,1.0045136726420243,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.9999999862376798,80,1,1-2,1.0,0.0,9,,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.6415786972903901,45,11,11-20,0.9090909090909091,1.7005081886271447,18,0.8465108999035897,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.42849115251247155,45,11,11-20,0.9090909090909091,1.7005081886271447,18,0.9746103994464929,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.9976736880074231,3,2,1-2,0.5,5.423535806681576,6,1.0,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.6301463149787607,74,42,>20,0.9047619047619048,1.8929005421746723,15,0.841320384249892,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.5279726450719036,45,11,11-20,0.9090909090909091,1.7005081886271447,18,1.1909309695418442,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.9960778970918017,1,3,3-5,1.0,7.026301709212405,4,0.8845335947926497,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.5808383931971849,44,15,11-20,1.0,2.144316189185525,16,0.7930474981919263,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.9999999992430388,82,1,1-2,1.0,0.0,11,,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.3748836004264801,44,15,11-20,1.0,2.144316189185525,16,0.90258497311268,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.986485742831044,28,3,3-5,1.0,6.550410853450582,8,1.0086452705229425,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.3460682301296555,33,14,11-20,0.9285714285714286,8.337886189553021,5,1.0811559695600392,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.6506673820800003,42,5,3-5,1.0,7.559565011516922,10,1.008198708736003,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.9999999761620811,30,1,1-2,1.0,0.0,10,,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.99928255817283,100,2,1-2,1.0,5.908386070732372,12,1.0,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.5860010705845365,33,14,11-20,0.9285714285714286,8.337886189553021,5,1.0655038880333763,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.998696949051045,19,2,1-2,0.5,5.966550782694999,6,1.0,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.996207209530624,17,2,1-2,0.5,4.9171804222001425,7,1.0,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.5929915245212872,54,2,1-2,0.5,1.1844558378608854,25,1.0,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.9970545963096982,25,2,1-2,0.5,4.250945779675677,12,1.0,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.6728009445761035,74,42,>20,0.9047619047619048,1.8929005421746723,15,0.9552331055457713,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.999999999620862,99,1,1-2,1.0,0.0,13,,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.828180997116346,0,12,11-20,1.0,8.193671322934975,3,0.9610100852582786,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.9999999907199107,73,1,1-2,1.0,0.0,10,,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.5544019654735955,105,11,11-20,0.9090909090909091,8.141268394995421,9,0.9908189238645556,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.999999118758908,77,1,1-2,1.0,0.0,13,,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.8955759199176059,69,3,3-5,1.0,6.123789049715621,9,1.0640343802328058,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.9917275294017082,101,3,3-5,1.0,6.032897329258034,12,0.867228012435402,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.9982907719869787,1,3,3-5,1.0,7.026301709212405,4,0.9806060649798837,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.9643252036833231,28,3,3-5,1.0,6.550410853450582,8,1.000020422289543,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.7718351948232517,105,11,11-20,0.9090909090909091,8.141268394995421,9,0.9043424624072194,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.900517618095293,0,12,11-20,1.0,8.193671322934975,3,0.9250266311091458,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.9999999992963482,16,1,1-2,1.0,0.0,7,,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.9999999931591681,84,1,1-2,1.0,0.0,12,,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.9999999953752678,13,1,1-2,1.0,0.0,9,,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.6491652375360254,74,42,>20,0.9047619047619048,1.8929005421746723,15,1.058656118263507,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.3909674890099529,44,15,11-20,1.0,2.144316189185525,16,0.921066175819077,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.8512962798323706,57,2,1-2,1.0,1.1466184514664224,26,1.0,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.9976356587859334,4,2,1-2,1.0,5.4262798294247965,9,1.0,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.5285248730137457,74,42,>20,0.9047619047619048,1.8929005421746723,15,1.1203984214980265,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.9999999960369019,65,1,1-2,1.0,0.0,13,,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.9935196445481667,87,2,1-2,0.5,4.917278882182688,15,1.0,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.9823474916947206,59,1,1-2,1.0,0.0,25,,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.8828820662918798,2,10,6-10,0.9,7.972448281048939,5,0.855751626465512,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.6817550902398118,46,2,1-2,0.5,0.9894248788447216,20,1.0,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.9998607787200791,85,2,1-2,1.0,5.594342781909313,12,1.0,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.9986494793130009,81,2,1-2,0.5,6.156637035977278,9,1.0,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.8921086771760662,60,2,1-2,1.0,1.4898503515762882,21,1.0,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.6145100178099305,74,42,>20,0.9047619047619048,1.8929005421746723,15,0.9135689773225013,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.8474830986491015,10,10,6-10,1.0,7.915811479316261,6,0.9636788343223144,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.6789923128740566,10,10,6-10,1.0,7.915811479316261,6,0.9267337333837362,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.4930668972240934,45,11,11-20,0.9090909090909091,1.7005081886271447,18,0.9993358378997208,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.5799184394934833,44,15,11-20,1.0,2.144316189185525,16,0.8357889198460062,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.9852807418150952,102,2,1-2,0.5,5.526165371892424,11,1.0,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.9999999980799996,39,1,1-2,1.0,0.0,2,,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.985041558919835,52,1,1-2,1.0,0.0,25,,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.6397801079322369,74,42,>20,0.9047619047619048,1.8929005421746723,15,0.9535543650263069,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.8601426439492635,48,2,1-2,1.0,1.0831787434355915,26,1.0000000000000002,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.9999999909187051,67,1,1-2,1.0,0.0,9,,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.988813397791527,103,2,1-2,1.0,5.212332502269192,11,1.0,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.9999999996788298,90,1,1-2,1.0,0.0,11,,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.998152890100662,23,2,1-2,1.0,4.494431569359182,9,1.0,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.9999999966256201,8,1,1-2,1.0,0.0,8,,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.9968308039320823,36,2,1-2,1.0,5.791550304757614,7,1.0,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.9814586217006407,56,1,1-2,1.0,0.0,24,,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.9999999976537719,64,1,1-2,1.0,0.0,14,,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.40630668577361306,44,15,11-20,1.0,2.144316189185525,16,0.8856830894145123,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.999999998215475,79,1,1-2,1.0,0.0,11,,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.9823118076297093,21,4,3-5,1.0,7.264861912880095,5,1.0335822189336246,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.1772606393444078,10,10,6-10,1.0,7.915811479316261,6,1.1687496070501244,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.651265408872468,92,10,6-10,0.9,7.748055356876348,10,1.0022276356571886,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.04790833911982813,44,15,11-20,1.0,2.144316189185525,16,3.6509442897139364,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.49805532749146275,10,10,6-10,1.0,7.915811479316261,6,0.9777696606362641,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.9999999816791173,98,1,1-2,1.0,0.0,15,,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.9955514375970087,36,2,1-2,1.0,5.791550304757614,7,1.0,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.25610170183945785,74,42,>20,0.9047619047619048,1.8929005421746723,15,1.0439483230635522,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.9999999940604019,26,1,1-2,1.0,0.0,11,,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.6224970570115578,74,42,>20,0.9047619047619048,1.8929005421746723,15,0.8831024143067878,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.9879648650257187,55,1,1-2,1.0,0.0,23,,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.6857677820232362,2,10,6-10,0.9,7.972448281048939,5,1.0423443837451771,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.7747972263351073,58,2,1-2,0.5,0.9336803559312099,26,1.0000000000000002,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.9969940303013014,91,3,3-5,1.0,7.3468278216281915,9,0.9737686827035131,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.9714503402927673,101,3,3-5,1.0,6.032897329258034,12,1.0747455032645317,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.32313857760382775,74,42,>20,0.9047619047619048,1.8929005421746723,15,1.0416053049734812,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.6748537385992922,10,10,6-10,1.0,7.915811479316261,6,0.983149606189475,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.42881698557472464,74,42,>20,0.9047619047619048,1.8929005421746723,15,0.9382015564224203,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.9997149166456519,102,2,1-2,0.5,5.526165371892424,11,1.0,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.5555303582818695,45,11,11-20,0.9090909090909091,1.7005081886271447,18,1.1333914667837892,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.9905810229553148,1,3,3-5,1.0,7.026301709212405,4,1.1348603402274668,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.9969424986639379,96,2,1-2,1.0,5.812109667594303,14,0.9999999999999999,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.9999999989819381,41,1,1-2,1.0,0.0,5,,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.7927330194727374,33,14,11-20,0.9285714285714286,8.337886189553021,5,0.9629357496377654,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.9999999569202161,29,1,1-2,1.0,0.0,9,,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.5575225130058453,10,10,6-10,1.0,7.915811479316261,6,1.0484119589984522,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.9999999955620502,71,1,1-2,1.0,0.0,11,,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.42480395493775813,44,15,11-20,1.0,2.144316189185525,16,0.9198458821564517,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.9983056281540502,21,4,3-5,1.0,7.264861912880095,5,0.8843457740713797,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.9826198944229168,14,2,1-2,0.5,5.871084866292336,9,1.0,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.26430256242318045,2,10,6-10,0.9,7.972448281048939,5,1.0429362927208183,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.6780487242017293,74,42,>20,0.9047619047619048,1.8929005421746723,15,0.953189982242392,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.343550371706187,105,11,11-20,0.9090909090909091,8.141268394995421,9,1.081368654873203,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.9999999996147422,76,1,1-2,1.0,0.0,14,,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.19333624723208317,74,42,>20,0.9047619047619048,1.8929005421746723,15,1.2772013759378595,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.5583211176722164,74,42,>20,0.9047619047619048,1.8929005421746723,15,1.15531528303984,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.6438719296382416,2,10,6-10,0.9,7.972448281048939,5,1.0336933215983792,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.6623895157212353,92,10,6-10,0.9,7.748055356876348,10,1.1381216222163246,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.11194852524826221,2,10,6-10,0.9,7.972448281048939,5,1.2287386000854725,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.528656460631538,92,10,6-10,0.9,7.748055356876348,10,0.9198071942099804,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.02625678096741412,44,15,11-20,1.0,2.144316189185525,16,3.4384098452104537,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.44613178340940285,0,12,11-20,1.0,8.193671322934975,3,1.048515180488023,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.9256166862161178,21,4,3-5,1.0,7.264861912880095,5,0.973500428105527,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.9942015795332094,19,2,1-2,0.5,5.966550782694999,6,1.0,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.9886087069041848,38,3,3-5,1.0,6.17015788734201,7,0.9778023186702094,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.9279193745591374,38,3,3-5,1.0,6.17015788734201,7,0.9726641050190805,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.8409935628725853,2,10,6-10,0.9,7.972448281048939,5,0.9251920375259766,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.9983396046013365,97,2,1-2,1.0,5.173503713452862,15,1.0,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.9999999809227303,93,1,1-2,1.0,0.0,13,,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.6281870992672846,74,42,>20,0.9047619047619048,1.8929005421746723,15,0.9907023201430618,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.895549243888188,91,3,3-5,1.0,7.3468278216281915,9,1.0520914001597506,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.9999999994767415,62,1,1-2,1.0,0.0,17,,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.9997795053296628,106,2,1-2,1.0,5.1369021723954065,10,1.0,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.41791647546613553,105,11,11-20,0.9090909090909091,8.141268394995421,9,1.0059779502248702,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.5705676292106066,74,42,>20,0.9047619047619048,1.8929005421746723,15,0.9296555971682786,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.9999999986970347,68,1,1-2,1.0,0.0,8,,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.3679675487558949,74,42,>20,0.9047619047619048,1.8929005421746723,15,1.0310961195877806,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.21146589762526916,92,10,6-10,0.9,7.748055356876348,10,0.9790726355306433,60,0.1,0.15
confirm_d60_redundant0.1_noise0.15,13,0.9,granular_ball,1,0.8786955169115697,10,10,6-10,1.0,7.915811479316261,6,0.8666929252494087,60,0.1,0.15
