paper_id,title,year,venue,doi,openalex_id,url,primary_source_url,authors,citations_count,concepts,abstract_status,code_url,search_query,retrieved_at,verification_status,notes
P0053,An Ensemble Method for Constructing Three-Way Decision Rules with Granular Rough Sets,2026,Lecture Notes in Computer Science,10.1007/978-3-032-30228-1_26,,https://doi.org/10.1007/978-3-032-30228-1_26,https://doi.org/10.1007/978-3-032-30228-1_26,Chengjun Shi; Mengjun Hu; Yiyu Yao,0,,not-available-from-enrichment,,granular ball three-way decision,2026-08-24T09:54:11.062767+00:00,publisher-metadata-only,Full-text/component verification pending unless upgraded in later commits.
P0054,Two-Direction Dynamic Three-Way Decision Algorithm Based on PS-Rough Set,2019,2019 IEEE 14th International Conference on Intelligent Systems and Knowledge Engineering (ISKE),10.1109/iske47853.2019.9170358,,https://www.semanticscholar.org/paper/a0a6b1ab8a9f889b91f10fe475f0d731f7d445c5,https://doi.org/10.1109/iske47853.2019.9170358,Chunying Zhang; Xiaoze Feng; Liya Wang; Hao Qin; Lu Liu; Peng Qiao; Ruiyan Qiao; Jing Ren,0,,available-and-coded-not-redistributed,,three-way classification rough set,2026-08-24T09:54:11.062767+00:00,publisher-metadata+abstract-coded,Full-text/component verification pending unless upgraded in later commits.
P0055,Weighted granular-ball rough sets: A granular learning framework for robust feature selection and fault diagnosis,2026,Pattern Recognition,10.1016/j.patcog.2026.114416,,https://www.semanticscholar.org/paper/6c8b512cfe44f1a1e722f7aca0543d985c9f463f,https://doi.org/10.1016/j.patcog.2026.114416,Jingqian Wang; Jiachen Hao; Xiaohong Zhang; Jun Liu,0,,not-available-from-enrichment,,granular ball feature selection; granular ball deep learning; granular ball federated learning,2026-08-24T09:54:11.062767+00:00,publisher-metadata-only,Full-text/component verification pending unless upgraded in later commits.
P0056,Structure-aware granular ball clustering,2026,Information Sciences,10.1016/j.ins.2026.123224,,https://www.semanticscholar.org/paper/d3f868fdc99bf805d4a11c34f66348299332784a,https://doi.org/10.1016/j.ins.2026.123224,Qijia Wang; Mingjing Du,3,,not-available-from-enrichment,,granular ball classifier; granular ball generation; granular ball clustering; granular ball anomaly detection; granular ball graph learning; granular ball deep learning; granular ball federated learning; granular ball open set; granular ball uncertainty; granular ball calibration; granular ball conformal prediction,2026-08-24T09:54:11.062767+00:00,publisher-metadata-only,Full-text/component verification pending unless upgraded in later commits.
P0057,"The Shadowed Set, Intuitionistic Fuzzy Set and their Three-way Decision",2022,Journal of Mathematics and Informatics,10.22457/jmi.v22a02206,,https://www.semanticscholar.org/paper/7e6fdcf7145960fd97600bdc19bef7d473b9ccb6,https://doi.org/10.22457/jmi.v22a02206,Guangpeng Ta; Zengtai Gong,1,,available-and-coded-not-redistributed,,shadowed set granular computing,2026-08-24T09:54:11.062767+00:00,publisher-metadata+abstract-coded,Full-text/component verification pending unless upgraded in later commits.
P0058,Natural granular-ball anomaly detection,2026,Applied Soft Computing,10.1016/j.asoc.2026.115147,,https://www.semanticscholar.org/paper/61c661da85db17628b51c61a788d446ae269571c,https://doi.org/10.1016/j.asoc.2026.115147,Qilin Li; Yizhi Liu; Baiyang Chen; Zhong Yuan; Dezhong Peng; Shihao Wang,0,,not-available-from-enrichment,,granular ball classifier; granular ball generation; granular ball anomaly detection; granular ball graph learning; granular ball deep learning; granular ball federated learning; granular ball open set; granular ball uncertainty; granular ball calibration; granular ball conformal prediction,2026-08-24T09:54:11.062767+00:00,publisher-metadata-only,Full-text/component verification pending unless upgraded in later commits.
P0059,Detecting anomalies with granular-ball fuzzy rough sets,2024,Information Sciences,10.1016/j.ins.2024.121016,,https://www.semanticscholar.org/paper/6cf4f3b1563e947db4a874a26dbe65ab98c06aa9,https://doi.org/10.1016/j.ins.2024.121016,Xinyu Su; Zhong Yuan; Baiyang Chen; Dezhong Peng; Hongmei Chen; Yingke Chen,43,,not-available-from-enrichment,,granular ball rough set; granular ball neighborhood rough set; granular ball calibration,2026-08-24T09:54:11.062767+00:00,publisher-metadata-only,Full-text/component verification pending unless upgraded in later commits.
P0060,Online group streaming feature selection based on fuzzy neighborhood granular ball rough sets,2024,Expert Systems with Applications,10.1016/j.eswa.2024.123778,,https://www.semanticscholar.org/paper/2e493e0c9cea9c1a5c90fc59212f4326c6b67610,https://doi.org/10.1016/j.eswa.2024.123778,Yuanhao Sun; Ping Zhu,27,,not-available-from-enrichment,,granular ball neighborhood rough set; granular ball feature selection,2026-08-24T09:54:11.062767+00:00,publisher-metadata-only,Full-text/component verification pending unless upgraded in later commits.
P0061,Fuzzy neighborhood based variable-precision granular-ball rough sets with applications to feature selection,2025,Fuzzy Sets and Systems,10.1016/j.fss.2025.109382,,https://www.semanticscholar.org/paper/00d3d6b576c2606c25eabb0fe7512786cb0d3e27,https://doi.org/10.1016/j.fss.2025.109382,Yongxi Chen; Zhehuang Huang; Jinjin Li,17,,not-available-from-enrichment,,granular ball neighborhood rough set; granular ball feature selection,2026-08-24T09:54:11.062767+00:00,publisher-metadata-only,Full-text/component verification pending unless upgraded in later commits.
P0062,Semi-overlap Functions Based Granular Ball Fuzzy Rough Sets for Feature Selection and Anomaly Detection,2026,International Journal of Approximate Reasoning,10.1016/j.ijar.2026.109807,,https://doi.org/10.1016/j.ijar.2026.109807,https://doi.org/10.1016/j.ijar.2026.109807,Xiaofeng Wen; Yaoyao Fan; Yongjun Yan; Xiaohong Zhang; Fuchun Sun,0,,not-available-from-enrichment,,granular ball feature selection; granular ball anomaly detection,2026-08-24T09:54:11.062767+00:00,publisher-metadata-only,Full-text/component verification pending unless upgraded in later commits.
P0063,Structure-aware granular-ball hypergraph learning,2026,Engineering Applications of Artificial Intelligence,10.1016/j.engappai.2026.115428,,https://www.semanticscholar.org/paper/4c96e98478a096f59355839d63677e61a33c6606,https://doi.org/10.1016/j.engappai.2026.115428,Jinyuan Ni; Shuyin Xia; Guan Wang; Meng Yang; Long Chen; Yi Liu; Yi Wang,0,,not-available-from-enrichment,,granular ball classifier; granular ball generation; granular ball graph learning; granular ball deep learning; granular ball federated learning; granular ball open set; granular ball uncertainty; granular ball calibration; granular ball conformal prediction,2026-08-24T09:54:11.062767+00:00,publisher-metadata-only,Full-text/component verification pending unless upgraded in later commits.
P0064,A novel granular ball computing-based fuzzy rough set for feature selection in label distribution learning,2023,Knowledge-Based Systems,10.1016/j.knosys.2023.110898,,https://www.semanticscholar.org/paper/351d672e629efff5dc5d0e4a83cba908b26c1276,https://doi.org/10.1016/j.knosys.2023.110898,Wenbin Qian; Fankang Xu; Jintao Huang; Jin Qian,47,,not-available-from-enrichment,,granular ball rough set; granular ball open set,2026-08-24T09:54:11.062767+00:00,publisher-metadata-only,Full-text/component verification pending unless upgraded in later commits.
P0065,A novel variable-precision granular-ball fuzzy rough set and its application in feature subset selection,2025,Applied Soft Computing,10.1016/j.asoc.2025.113597,,https://www.semanticscholar.org/paper/fdfece7bef77788644333d5d99aeb4a5769695cc,https://doi.org/10.1016/j.asoc.2025.113597,Yongxi Chen; Zhehuang Huang; Anhui Tan; Jinjin Li,7,,not-available-from-enrichment,,granular ball rough set; granular ball open set,2026-08-24T09:54:11.062767+00:00,publisher-metadata-only,Full-text/component verification pending unless upgraded in later commits.
P0066,Accelerated Feature Selection Based on Granular-Ball Rough Sets,2025,Lecture Notes in Computer Science,10.1007/978-3-031-92744-7_16,,https://www.semanticscholar.org/paper/51ba1d9217d6dc8a2bb52a7180c137e5e88c209e,https://doi.org/10.1007/978-3-031-92744-7_16,Xiaoyu Lian; Shuyin Xia; Hongxuan He,0,,not-available-from-enrichment,,granular ball rough set; granular ball feature selection,2026-08-24T09:54:11.062767+00:00,publisher-metadata-only,Full-text/component verification pending unless upgraded in later commits.
P0067,A review of sequential three-way decision and multi-granularity learning,2023,International Journal of Approximate Reasoning,10.1016/j.ijar.2022.11.007,,https://www.semanticscholar.org/paper/9131444c8fef1d91d2c08408cb4c9e03658f3385,https://doi.org/10.1016/j.ijar.2022.11.007,Xin Yang; Yanhua Li; Tianrui Li,35,,not-available-from-enrichment,,sequential three-way decision,2026-08-24T09:54:11.062767+00:00,publisher-metadata-only,Full-text/component verification pending unless upgraded in later commits.
P0068,Granular Sequential Three-Way Decision for Specific Decision Classes,2025,IEEE Transactions on Fuzzy Systems,10.1109/tfuzz.2025.3529459,,https://www.semanticscholar.org/paper/37823a5c17d57bb0bf4903145dc04bc668f45628,https://doi.org/10.1109/tfuzz.2025.3529459,Yunlong Cheng; Xiuhua Yang; Qinghua Zhang; Yabin Shao; Guoyin Wang,2,,available-and-coded-not-redistributed,,granular ball three-way decision; three-way decision; sequential three-way decision; three-way decision agent,2026-08-24T09:54:11.062767+00:00,publisher-metadata+abstract-coded,Full-text/component verification pending unless upgraded in later commits.
P0069,Three-way decisions with probabilistic rough sets,2010,Information Sciences,10.1016/j.ins.2009.09.021,,https://www.semanticscholar.org/paper/e05b7cea60db1f883303eb45acf51dafe093ab47,https://doi.org/10.1016/j.ins.2009.09.021,Yiyu Yao,1478,,not-available-from-enrichment,,three-way decisions Yao,2026-08-24T09:54:11.062767+00:00,publisher-metadata-only,Full-text/component verification pending unless upgraded in later commits.
P0070,Rough Sets and Three-Way Decisions,2015,Lecture Notes in Computer Science,10.1007/978-3-319-25754-9_6,,https://www.semanticscholar.org/paper/6493526282ad7610a2ed5f71fdf60d83a5025fce,https://doi.org/10.1007/978-3-319-25754-9_6,Yiyu Yao,91,,available-and-coded-not-redistributed,,three-way decisions Yao,2026-08-24T09:54:11.062767+00:00,publisher-metadata+abstract-coded,Full-text/component verification pending unless upgraded in later commits.
P0071,Granular-Ball Regeneration Clustering With Principle of Justifiable Granularity,2025,IEEE Transactions on Neural Networks and Learning Systems,10.1109/tnnls.2025.3579376,,https://www.semanticscholar.org/paper/247d6e4dd3c06ac91bc3fe78e9354d84f8d1e3d7,https://doi.org/10.1109/tnnls.2025.3579376,Wentao Li; Lingwei Wei; Witold Pedrycz; Weiping Ding; Chao Zhang; Tao Zhan; Shuyin Xia,19,,available-and-coded-not-redistributed,,granular ball clustering; justifiable granularity,2026-08-24T09:54:11.062767+00:00,publisher-metadata+abstract-coded,Full-text/component verification pending unless upgraded in later commits.
P0072,Three-Way Decisions Using Rough Sets,2012,Advanced Information and Knowledge Processing,10.1007/978-1-4471-2760-4_5,,https://www.semanticscholar.org/paper/150c523f5e5a36e1b1d233daba5e9b12ec17e31a,https://doi.org/10.1007/978-1-4471-2760-4_5,Yiyu Yao,19,,not-available-from-enrichment,,three-way decisions Yao,2026-08-24T09:54:11.062767+00:00,publisher-metadata-only,Full-text/component verification pending unless upgraded in later commits.
P0073,Three-way decisions based on covering rough set,2015,Journal of Intelligent &amp; Fuzzy Systems,10.3233/ifs-151887,,https://www.semanticscholar.org/paper/b5a2cef66bac35793ed510116ccf63f9ff861ac4,https://doi.org/10.3233/ifs-151887,Van Thien Le; Bao Qing Hu,9,,available-and-coded-not-redistributed,,three-way decisions Yao,2026-08-24T09:54:11.062767+00:00,publisher-metadata+abstract-coded,Full-text/component verification pending unless upgraded in later commits.
P0074,GBNOD: Granular-ball neighborhood outlier detection,2026,Neurocomputing,10.1016/j.neucom.2025.132429,,https://www.semanticscholar.org/paper/0721b6ed12a43d078781022a38601775a0efc8d6,https://doi.org/10.1016/j.neucom.2025.132429,Xinyu Su; Zheng Li; Dezhong Peng; Hongmei Chen; Zhong Yuan,7,,not-available-from-enrichment,,granular ball classifier; granular ball generation; granular ball neighborhood rough set; granular ball anomaly detection; granular ball deep learning; granular ball open set; granular ball uncertainty; granular ball calibration; granular ball conformal prediction,2026-08-24T09:54:11.062767+00:00,publisher-metadata-only,Full-text/component verification pending unless upgraded in later commits.
P0075,GBFRS: Robust Fuzzy Rough Sets via Granular Ball Computing,2026,IEEE Transactions on Neural Networks and Learning Systems,10.1109/tnnls.2026.3681370,,https://www.semanticscholar.org/paper/ae46ef579b53d6edc873b56b533ee78434daddae,https://doi.org/10.1109/tnnls.2026.3681370,Xiaoyu Lian; Shuyin Xia; Binbin Sang; Guoyin Wang; Xinbo Gao,3,,available-and-coded-not-redistributed,,granular-ball computing; granular ball rough set,2026-08-24T09:54:11.062767+00:00,publisher-metadata+abstract-coded,Full-text/component verification pending unless upgraded in later commits.
P0076,Skeleton Granular Ball Spectral Clustering Method,2026,Lecture Notes in Computer Science,10.1007/978-981-92-2494-4_23,,https://www.semanticscholar.org/paper/8970cafbbcb340aa51904e72a665167ed88852c2,https://doi.org/10.1007/978-981-92-2494-4_23,Hongli Wang; Jusheng Mi; Yanfang Liu,0,,not-available-from-enrichment,,granular ball classifier; granular ball generation; granular ball clustering; granular ball deep learning; granular ball federated learning; granular ball open set; granular ball uncertainty; granular ball calibration; granular ball conformal prediction,2026-08-24T09:54:11.062767+00:00,publisher-metadata-only,Full-text/component verification pending unless upgraded in later commits.
P0077,Neighborhood rough set-based three-way clustering considering attribute correlations: An approach to classification of potential gout groups,2020,Information Sciences,10.1016/j.ins.2020.05.039,,https://www.semanticscholar.org/paper/6e34594c54a13972637e2a7a9dca8c45e8b21923,https://doi.org/10.1016/j.ins.2020.05.039,Xiaoli Chu; Bingzhen Sun; Xue Li; Keyu Han; JiaQi Wu; Yan Zhang; Qingchun Huang,67,,available-and-coded-not-redistributed,,three-way classification rough set,2026-08-24T09:54:11.062767+00:00,publisher-metadata+abstract-coded,Full-text/component verification pending unless upgraded in later commits.
P0078,CS3W-GBG: A Cost-Sensitive Three-Way Granular-Ball Generation Method,2025,IEEE Transactions on Fuzzy Systems,10.1109/tfuzz.2025.3596066,,https://www.semanticscholar.org/paper/545c8d2eb9b3536a996d2fe14712890a8a360a2c,https://doi.org/10.1109/tfuzz.2025.3596066,Jie Yang; Fan Zhao; Guoyin Wang; Witold Pedrycz; Shuyin Xia; Yanmin Liu; Qinghua Zhang,17,,available-and-coded-not-redistributed,,granular ball generation; granular ball three-way decision,2026-08-24T09:54:11.062767+00:00,publisher-metadata+abstract-coded,Full-text/component verification pending unless upgraded in later commits.
P0079,Three-way granular-ball clustering based on density peaks,2025,International Symposium on Artificial Intelligence Innovations (IS-AII 2025),10.1117/12.3074444,,https://www.semanticscholar.org/paper/02c0e6bf477ba07fd02fa6c236397fd7f3784842,https://doi.org/10.1117/12.3074444,Yongqi Wang; Jie Yang; Taihua Xu,1,,available-and-coded-not-redistributed,,granular ball clustering; granular ball three-way decision,2026-08-24T09:54:11.062767+00:00,publisher-metadata+abstract-coded,Full-text/component verification pending unless upgraded in later commits.
P0080,Prediction of hydrological and water quality data based on granular-ball rough set and k-nearest neighbor analysis,2024,PLOS ONE,10.1371/journal.pone.0298664,,https://www.semanticscholar.org/paper/b33937656add8b92c3568d093f1db0e2d3df49ea,https://doi.org/10.1371/journal.pone.0298664,Limei Dong; Xinyu Zuo; Yiping Xiong,8,,available-and-coded-not-redistributed,,granular ball rough set,2026-08-24T09:54:11.062767+00:00,publisher-metadata+abstract-coded,Full-text/component verification pending unless upgraded in later commits.
P0081,A novel mixed-attribute data anomaly detection method based on granular-ball multi-kernel fuzzy rough sets,2025,Neurocomputing,10.1016/j.neucom.2025.131486,,https://www.semanticscholar.org/paper/e0f49333166a041490a438940937ad7e97b2b8ce,https://doi.org/10.1016/j.neucom.2025.131486,Cong Gao; Qiu Wang; Yanping Chen; Qingqi Pei; Zhongmin Wang,7,,not-available-from-enrichment,,granular ball anomaly detection,2026-08-24T09:54:11.062767+00:00,publisher-metadata-only,Full-text/component verification pending unless upgraded in later commits.
P0082,A novel covering rough set model based on granular-ball computing for data with label noise,2025,International Journal of Approximate Reasoning,10.1016/j.ijar.2025.109420,,https://www.semanticscholar.org/paper/840c719f7320684ce48368958f8e37d018e8b32b,https://doi.org/10.1016/j.ijar.2025.109420,Xiaoli Peng; Yuanlin Gong; Xiang Hou; Zhan Tang; Yabin Shao,5,,not-available-from-enrichment,,granular ball rough set,2026-08-24T09:54:11.062767+00:00,publisher-metadata-only,Full-text/component verification pending unless upgraded in later commits.
P0083,Rapid attribute and scale selection with adaptive three-way sampling and neighborhood rough set,2025,Applied Soft Computing,10.1016/j.asoc.2025.113966,,https://www.semanticscholar.org/paper/88a0dbabbda782a40500b3492afdd79ab9761ba5,https://doi.org/10.1016/j.asoc.2025.113966,Shujiao Liao; Nan Zhou; Ling Wei; Weiping Ding; Yidong Lin,2,,not-available-from-enrichment,,three-way classification rough set,2026-08-24T09:54:11.062767+00:00,publisher-metadata-only,Full-text/component verification pending unless upgraded in later commits.
P0084,Comfort Index Reduction Method of High-speed Rail Based on Fisher Score and Granular Ball Rough Set,2023,2023 3rd International Conference on Digital Society and Intelligent Systems (DSInS),10.1109/dsins60115.2023.10455437,,https://www.semanticscholar.org/paper/5d5bd54b9bf8c7c21833e74e75d277a62de0fcd5,https://doi.org/10.1109/dsins60115.2023.10455437,Yuchen Zhao; Haiyong Wang,0,,available-and-coded-not-redistributed,,granular ball rough set,2026-08-24T09:54:11.062767+00:00,publisher-metadata+abstract-coded,Full-text/component verification pending unless upgraded in later commits.
P0085,AGBWTDRS-EM: Multi-criteria decision-making approach using adaptive granular-ball weighted temporal rough set and ensemble learning,2026,Journal of the Operational Research Society,10.1080/01605682.2026.2668095,,https://www.semanticscholar.org/paper/ccdca31329918a1bea019752d09f8eb31700f04b,https://doi.org/10.1080/01605682.2026.2668095,Xixuan Zhao; Bingzhen Sun; Jin Ye; Xiaoli Chu,0,,not-available-from-enrichment,,granular ball rough set,2026-08-24T09:54:11.062767+00:00,publisher-metadata-only,Full-text/component verification pending unless upgraded in later commits.
P0086,Generation of Granular-Balls for Clustering Based on the Principle of Justifiable Granularity,2025,IEEE Transactions on Cybernetics,10.1109/tcyb.2025.3534195,,https://www.semanticscholar.org/paper/7bef306af72f11bc7b8f28d970ce7bc1bdff7ba6,https://doi.org/10.1109/tcyb.2025.3534195,Zihang Jia; Zhen Zhang; Witold Pedrycz,30,,available-and-coded-not-redistributed,,justifiable granularity,2026-08-24T09:54:11.062767+00:00,publisher-metadata+abstract-coded,Full-text/component verification pending unless upgraded in later commits.
P0087,Multi-granularity Knowledge Fusion for Feature Selection Using Granular-ball Entropy Uncertainty Measures,2026,International Journal of Approximate Reasoning,10.1016/j.ijar.2025.109590,,https://www.semanticscholar.org/paper/713c08ff6373a4c49e17018993962b416be24f9c,https://doi.org/10.1016/j.ijar.2025.109590,Kehua Yuan; Yuji Bai; Duoqian Miao; Weiping Ding; Yiyu Yao; Hongyun Zhang; Witold Pedrycz,6,,not-available-from-enrichment,,granular ball feature selection; granular ball uncertainty,2026-08-24T09:54:11.062767+00:00,publisher-metadata-only,Full-text/component verification pending unless upgraded in later commits.
P0088,Multi-Granularity Graph Contrastive Learning Framework via Granular-Ball on Heterogeneous Graphs,2026,IEEE Transactions on Pattern Analysis and Machine Intelligence,10.1109/tpami.2026.3720194,,https://www.semanticscholar.org/paper/41ec7eb18287c50483430d08a957cea2730eb4bb,https://doi.org/10.1109/tpami.2026.3720194,Shuyin Xia; Guan Wang; Cheng Tan; Chao Huang; Sen Zhao; Yi Liu; Yi Wang; Wei Wang; Guoyin Wang; Xinbo Gao,0,,available-and-coded-not-redistributed,,granular ball graph learning; granular ball deep learning,2026-08-24T09:54:11.062767+00:00,publisher-metadata+abstract-coded,Full-text/component verification pending unless upgraded in later commits.
P0089,Tri-Training with Granular-Ball in Weighted Fuzzy Rough Sets,2025,Lecture Notes in Computer Science,10.1007/978-3-031-92747-8_14,,https://www.semanticscholar.org/paper/75689543793dd47de45d5929fb512137ac52abe3,https://doi.org/10.1007/978-3-031-92747-8_14,Gaojie Xu; Xiaoyu Lian,0,,not-available-from-enrichment,,granular ball rough set,2026-08-24T09:54:11.062767+00:00,publisher-metadata-only,Full-text/component verification pending unless upgraded in later commits.
P0090,Relevance-Granular Ball Neighbor Rough Sets Method for Accurate Sepsis Prognosis,2024,,10.2139/ssrn.4992642,,https://doi.org/10.2139/ssrn.4992642,https://doi.org/10.2139/ssrn.4992642,Laquan Li; Ting Wen; Lei Yu; Chunwen Li; Yabin Shao; Yunlong Cheng,0,,not-available-from-enrichment,,granular ball rough set,2026-08-24T09:54:11.062767+00:00,publisher-metadata-only,Full-text/component verification pending unless upgraded in later commits.
P0091,Exploring multi-granularity balance strategy for class incremental learning via three-way granular computing,2025,Brain Informatics,10.1186/s40708-025-00255-0,,https://www.semanticscholar.org/paper/26364db62e9377af511397891e47ce81efec010c,https://doi.org/10.1186/s40708-025-00255-0,Yan Xian; Hong Yu; Ye Wang; Guoyin Wang,0,,available-and-coded-not-redistributed,,incremental granular computing,2026-08-24T09:54:11.062767+00:00,publisher-metadata+abstract-coded,Full-text/component verification pending unless upgraded in later commits.
P0092,Distance metric learning-based multi-granularity neighborhood rough sets for attribute reduction,2024,Applied Soft Computing,10.1016/j.asoc.2024.111656,,https://www.semanticscholar.org/paper/41167c107501ed1030300bc0a3b8224a9931394b,https://doi.org/10.1016/j.asoc.2024.111656,Shaoguo Cui; Gengsen Li; Binbin Sang; Weihua Xu; Hongmei Chen,18,,not-available-from-enrichment,,multi-granularity learning rough set,2026-08-24T09:54:11.062767+00:00,publisher-metadata-only,Full-text/component verification pending unless upgraded in later commits.
P0093,Hybrid Neighborhood Rough Set via Consistency Sample Selection for Multi-granularity Interpretable Modeling,2026,Lecture Notes in Computer Science,10.1007/978-3-032-30228-1_4,,https://doi.org/10.1007/978-3-032-30228-1_4,https://doi.org/10.1007/978-3-032-30228-1_4,Kehua Yuan; Duoqian Miao; Hongyun Zhang; Ruizhi Wang,0,,not-available-from-enrichment,,multi-granularity learning rough set,2026-08-24T09:54:11.062767+00:00,publisher-metadata-only,Full-text/component verification pending unless upgraded in later commits.
P0094,Hierarchical sequential three-way decision model,2022,International Journal of Approximate Reasoning,10.1016/j.ijar.2021.10.004,,https://www.semanticscholar.org/paper/c929ccfffaa22f04c321834a09417c4211f1a1ec,https://doi.org/10.1016/j.ijar.2021.10.004,Jin Qian; DaWei Tang; Ying Yu; XiBei Yang; Shang Gao,25,,available-and-coded-not-redistributed,,three-way decision; sequential three-way decision; three-way decision agent,2026-08-24T09:54:11.062767+00:00,publisher-metadata+abstract-coded,Full-text/component verification pending unless upgraded in later commits.
P0095,Three sequential multi-class three-way decision models,2020,Information Sciences,10.1016/j.ins.2020.05.079,,https://www.semanticscholar.org/paper/9d6ab3471a326c054237a8464921ee351cdaa39c,https://doi.org/10.1016/j.ins.2020.05.079,Yi Xu; Jingxin Tang; Xusheng Wang,24,,available-and-coded-not-redistributed,,three-way decision; sequential three-way decision; three-way decision agent,2026-08-24T09:54:11.062767+00:00,publisher-metadata+abstract-coded,Full-text/component verification pending unless upgraded in later commits.
P0096,An Adaptive Multi-Granularity Graph Representation of Image via Granular-ball Computing,2025,IEEE Transactions on Image Processing,10.1109/tip.2025.3565212,,https://www.semanticscholar.org/paper/2c8d38d1485c12d82f9f4e65e7f3c916797ec9b1,https://doi.org/10.1109/tip.2025.3565212,Dawei Dai; Fan Chen; Shuyin Xia; Long Yang; Guan Wang; Guoyin Wang; Xinbo Gao,14,,available-and-coded-not-redistributed,,granular-ball computing; granular ball graph learning,2026-08-24T09:54:11.062767+00:00,publisher-metadata+abstract-coded,Full-text/component verification pending unless upgraded in later commits.
P0097,Accelerated multi-granularity reduction based on neighborhood rough sets,2022,Applied Intelligence,10.1007/s10489-022-03371-0,,https://www.semanticscholar.org/paper/0caa24cb02d8dfaf74be384b39066bd710a07aea,https://doi.org/10.1007/s10489-022-03371-0,Yizhu Li; Mingjie Cai; Jie Zhou; Qingguo Li,19,,not-available-from-enrichment,,multi-granularity learning rough set,2026-08-24T09:54:11.062767+00:00,publisher-metadata-only,Full-text/component verification pending unless upgraded in later commits.
P0098,Three-Way Approximations Fusion With Granular-Ball Computing to Guide Multigranularity Fuzzy Entropy for Feature Selection,2024,IEEE Transactions on Fuzzy Systems,10.1109/tfuzz.2024.3436086,,https://www.semanticscholar.org/paper/e9528a293da5e5be580679d47ed2d182f60ad812,https://doi.org/10.1109/tfuzz.2024.3436086,Deyou Xia; Guoyin Wang; Qinghua Zhang; Jie Yang; Shuyin Xia,21,,available-and-coded-not-redistributed,,granular ball three-way decision,2026-08-24T09:54:11.062767+00:00,publisher-metadata+abstract-coded,Full-text/component verification pending unless upgraded in later commits.
P0099,A Three-Way Clustering Method Based on Ensemble Strategy and Three-Way Decision,2019,Information,10.3390/info10020059,,https://www.semanticscholar.org/paper/87ea501eee2fbb9aabebdf965492f21b31de5047,https://doi.org/10.3390/info10020059,Pingxin Wang; Qiang Liu; Gang Xu; Kangkang Wang,14,,available-and-coded-not-redistributed,,three-way decision; three-way clustering; three-way decision agent,2026-08-24T09:54:11.062767+00:00,publisher-metadata+abstract-coded,Full-text/component verification pending unless upgraded in later commits.
P0100,3W-GBSVM++: Three-way granular-ball SVM based on granularity optimization mechanism,2026,Applied Soft Computing,10.1016/j.asoc.2026.114593,,https://www.semanticscholar.org/paper/0cbc9c31bd3287f90f62e31ac5650964ddc74d0f,https://doi.org/10.1016/j.asoc.2026.114593,Jie Yang; Rong Huang; Guoyin Wang; Qinghua Zhang; Shuyin Xia; Di Wu,2,,not-available-from-enrichment,,granular ball three-way decision,2026-08-24T09:54:11.062767+00:00,publisher-metadata-only,Full-text/component verification pending unless upgraded in later commits.
P0101,3W-GSOM: A Granular-Ball-Driven Growing Self-Organizing Map for Three-Way Clustering,2026,IEEE Transactions on Fuzzy Systems,10.1109/tfuzz.2026.3706960,,https://www.semanticscholar.org/paper/dd408bcb81d47c36e2daab659455ebb563589e2e,https://doi.org/10.1109/tfuzz.2026.3706960,Yuanhao Sun; Ping Zhu,0,,not-available-from-enrichment,,granular ball three-way decision,2026-08-24T09:54:11.062767+00:00,publisher-metadata-only,Full-text/component verification pending unless upgraded in later commits.
P0102,Three-way role-arbitration outlier detection based on bi-level granular-ball knowledge representation,2026,Knowledge-Based Systems,10.1016/j.knosys.2026.116038,,https://www.semanticscholar.org/paper/526cd9da5d5d15d839e30d9d9ab62fda902b524e,https://doi.org/10.1016/j.knosys.2026.116038,Binbin Sang; Hua Zhang; Lei Yang; Shuyin Xia; Weihua Xu; Tianrui Li; Hongzhi Kuai,0,,not-available-from-enrichment,,granular ball three-way decision,2026-08-24T09:54:11.062767+00:00,publisher-metadata-only,Full-text/component verification pending unless upgraded in later commits.
P0103,Adaptive Three-Way Density Peak Clustering Integrating Natural Neighbor Structure and Granular-Ball Structure,2025,Journal of Physics: Conference Series,10.1088/1742-6596/3108/1/012030,,https://www.semanticscholar.org/paper/85a7f6cb0fea53ef15469a2fec07f9a3e3f554e0,https://doi.org/10.1088/1742-6596/3108/1/012030,Yan Chai; Huan Gou,0,,available-and-coded-not-redistributed,,granular ball three-way decision,2026-08-24T09:54:11.062767+00:00,publisher-metadata+abstract-coded,Full-text/component verification pending unless upgraded in later commits.
P0104,Multi-view Granular-ball Contrastive Clustering,2025,Proceedings of the AAAI Conference on Artificial Intelligence,10.1609/aaai.v39i19.34274,,https://doi.org/10.1609/aaai.v39i19.34274,https://doi.org/10.1609/aaai.v39i19.34274,Peng Su; Shudong Huang; Weihong Ma; Deng Xiong; Jiancheng Lv,12,,available-and-coded-not-redistributed,,granular ball classifier; granular ball generation; granular ball clustering; granular ball open set; granular ball uncertainty; granular ball calibration; granular ball conformal prediction,2026-08-24T09:54:11.062767+00:00,publisher-metadata+abstract-coded,Full-text/component verification pending unless upgraded in later commits.
